INFO_ORIGE,ID,COLLECTORS,PAIS,Locality,Habitat,Abundance,Plant_Desc,Min_Elevat,Max_Elevat,Averege_Elevat,SRTM90m,Average_STRM90M_STRM30M,Datum geodesico,LATITUDE,LONGITUD,Useful_mapping,GENUS,full_scien,name_clean,Tipo,Common_Nam,Repository,IUCN_RL_CO,IUCN_RL_cr,GEPC_Natio,GEPC_Nat_1,Native,Endemic
GBIF,1836136058,Cariol Bibiana riojas; Carlos Galvn Cisnerios,COLOMBIA,"Vereda El rioble, Finca de Don Hector Arias",Arbustal,no data,no data,0,0,0,3210,3210.5,no data,7.10183,-72.70597,1,Espeletia,Espeletia petiolata Cuatrec.,Espeletia petiolata,Especie,no data,no data,LC,NA,LC,NA,Native,NA
GBIF,1836136044,Cariol Bibiana riojas; Carlos Galvn Cisnerios,COLOMBIA,"Vereda El rioble, Finca de Don Hector Arias",Arbustal,no data,no data,0,0,0,3190,3185.5,no data,7.10289,-72.70519,1,Espeletia,Espeletia santanderensis A.C.Sm.,Espeletia santanderensis,Especie,"frailejon, tache",no data,LC,NA,LC,NA,Native,Endemic
GBIF,1836135982,Cariol Bibiana riojas; Carlos Galvn Cisnerios,COLOMBIA,"Vereda El rioble, Finca de Don Hector Arias",Arbustal,no data,no data,0,0,0,3204,3196,no data,7.10367,-72.7045,1,Espeletia,Espeletia conglomerata A.C.Sm.,Espeletia conglomerata,Especie,Frailejon,no data,VU,B1ab(iii),VU,B1ab(iii),NA,NA
GBIF,1836135856,Cariol Bibiana riojas; Carlos Galvn Cisnerios,COLOMBIA,"Vereda El rioble, Finca de Don Hector Arias",Arbustal,no data,no data,0,0,0,3278,3278,no data,7.10008,-72.70872,1,Espeletia,Espeletia petiolata Cuatrec.,Espeletia petiolata,Especie,no data,no data,LC,NA,LC,NA,Native,NA
GBIF,1836135751,Cariol Bibiana riojas; Carlos Galvn Cisnerios,COLOMBIA,"Vereda El rioble, Finca de Don Hector Arias",Arbustal,no data,no data,0,0,0,3273,3274.5,no data,7.10008,-72.70767,1,Espeletia,Espeletia petiolata Cuatrec.,Espeletia petiolata,Especie,no data,no data,LC,NA,LC,NA,Native,NA
GBIF,1836135670,Cariol Bibiana riojas; Carlos Galvn Cisnerios,COLOMBIA,"Vereda El rioble, Finca de Don Hector Arias",Pajonal-Frailejonal,no data,no data,0,0,0,3353,3346,no data,7.09836,-72.70908,1,Espeletia,Espeletia petiolata Cuatrec.,Espeletia petiolata,Especie,no data,no data,LC,NA,LC,NA,Native,NA
GBIF,1836135550,Cariol Bibiana riojas; Carlos Galvn Cisnerios,COLOMBIA,"Vereda El rioble, Finca de Don Hector Arias",Pajonal-Frailejonal,no data,no data,0,0,0,3361,3348,no data,7.09872,-72.70803,1,Espeletia,Espeletia petiolata Cuatrec.,Espeletia petiolata,Especie,no data,no data,LC,NA,LC,NA,Native,NA
GBIF,1836135423,Cariol Bibiana riojas; Carlos Galvn Cisnerios,COLOMBIA,"Vereda El rioble, Finca de Don Hector Arias",Pajonal-Frailejonal,no data,no data,0,0,0,3432,3431.5,no data,7.09697,-72.70925,1,Espeletia,Espeletia petiolata Cuatrec.,Espeletia petiolata,Especie,no data,no data,LC,NA,LC,NA,Native,NA
GBIF,1836135233,Cariol Bibiana riojas; Carlos Galvn Cisnerios,COLOMBIA,"Vereda El rioble, Finca de Don Hector Arias",Pajonal-Frailejonal,no data,no data,0,0,0,3398,3404,no data,7.09722,-72.70889,1,Espeletia,Espeletia petiolata Cuatrec.,Espeletia petiolata,Especie,no data,no data,LC,NA,LC,NA,Native,NA
GBIF,1805378862,amcuervo,COLOMBIA,"Norte de Santander, CO",no data,no data,no data,0,0,0,3249,3253,no data,7.39483,-72.78115,1,Espeletia,Espeletiopsis sanchezii S.Diaz & Obando,Espeletia sanchezii,Especie,no data,no data,EN,B1ab(iii),EN,B2ab(iii),Native,Endemic
GBIF,1707497018,"Marin, Cesar | A., Yulieh | Duarte, Bibiana",COLOMBIA,Cabecera de la quebrada Las Minas,no data,no data,no data,0,0,0,3769,3769,no data,7.29431,-72.83425,1,Espeletia,Espeletia conglomerata A.C.Sm.,Espeletia conglomerata,Especie,Frailejon,no data,VU,B1ab(iii),VU,B1ab(iii),NA,NA
GBIF,1707496788,"Marin, Cesar | A., Yulieh | Duarte, Bibiana",COLOMBIA,Charta y Silos. Va de Berln a Tona y de Berln a vias,no data,no data,no data,0,0,0,3442,3439.5,no data,7.19653,-72.90964,1,Espeletia,Espeletia standleyana A.C.Sm.,Espeletia standleyana,Especie,no data,no data,VU,B1ab(iii),VU,B1ab(iii),Native,Endemic
GBIF,1707496696,"Marin, Cesar | A., Yulieh | Duarte, Bibiana",COLOMBIA,"Mutiscua y Pamplona, Camino a las torres de transmisin de celulares. Cerro oriental",no data,no data,no data,0,0,0,3617,3617,no data,7.33731,-72.7015,1,Espeletia,Espeletia conglomerata A.C.Sm.,Espeletia conglomerata,Especie,Frailejon,no data,VU,B1ab(iii),VU,B1ab(iii),NA,NA
GBIF,1707496684,"Marin, Cesar | A., Yulieh | Duarte, Bibiana",COLOMBIA,"Mutiscua y Pamplona, Camino a las torres de transmisin de celulares. Cerro oriental",no data,no data,no data,0,0,0,3557,3561.5,no data,7.34306,-72.70053,1,Espeletia,Espeletia boyacensis Cuatrec.,Espeletia boyacensis,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
GBIF,1707496636,"A., Yulieh | Duarte, Bibiana | Marin, Cesar",COLOMBIA,Mutiscua y Silos. Vereda San Isidrio,no data,no data,no data,0,0,0,3306,3307.5,no data,7.34667,-72.82111,1,Espeletia,Espeletia barclayana Cuatrec.,Espeletia barclayana,Especie,Frailejon,no data,NT,B1b(iii),NT,NA,NA,NA
GBIF,1702533348,"A., F.",COLOMBIA,Camino a la laguna Colorada,no data,no data,no data,0,0,0,3317,3311,no data,7.30383,-72.76728,1,Espeletia,Espeletia funckii Sch.Bip. ex Wedd.,Espeletia funckii,Especie,no data,no data,EN,B1ab(iii),EN,"B1ab(ii,iii)",Native,NA
GBIF,1322959973,J. Cuatrecasas & R. Jaramillo M.,COLOMBIA,"Paramo del romeral. P. del romeral, hoya del rio Cucutilla.",no data,no data,no data,0,0,0,3521,3525.5,no data,7.41582,-72.869,1,Espeletia,Espeletia conglomerata A.C.Sm.,Espeletia conglomerata,Especie,Frailejon,no data,VU,B1ab(iii),VU,B1ab(iii),NA,NA
GBIF,1322597015,J. Cuatrecasas & H. Garca Barriga,COLOMBIA,Paramo del Almorzaderio. Alto del Almorzaderio.,no data,no data,no data,0,0,0,3880,3865,no data,6.95958,-72.6828,1,Espeletia,Espeletia conglomerata A.C.Sm.,Espeletia conglomerata,Especie,Frailejon,no data,VU,B1ab(iii),VU,B1ab(iii),NA,NA
GBIF,1322551245,E. P. Killip & A. C. Smith,COLOMBIA,"Paramo de Santurbn. Edge of Paramo de Santurbn, near vias.",no data,no data,no data,0,0,0,3435,3420.5,no data,7.30291,-72.8686,1,Espeletia,Espeletia santanderensis A.C.Sm.,Espeletia santanderensis,Especie,"frailejon, tache",no data,LC,NA,LC,NA,Native,Endemic
GBIF,1322496145,J. Cuatrecasas & R. Jaramillo M.,COLOMBIA,"Paramo del romeral. P. del romeral, hoya del rio Cucutilla.",no data,no data,no data,0,0,0,3807,3806.5,no data,7.4049,-72.8769,1,Espeletia,Espeletia conglomerata A.C.Sm.,Espeletia conglomerata,Especie,Frailejon,no data,VU,B1ab(iii),VU,B1ab(iii),NA,NA
GBIF,1322206619,St. John,COLOMBIA,Paramo de Santurbn.,no data,no data,no data,0,0,0,3399,3397,no data,7.25,-72.8333,1,Espeletia,Espeletia santanderensis A.C.Sm.,Espeletia santanderensis,Especie,"frailejon, tache",no data,LC,NA,LC,NA,Native,Endemic
GBIF,1322081055,A. H. Alston,COLOMBIA,"Paramo del Almorzaderio. P. del Almorzaderio, N. of Malaga.",Paramo,no data,no data,0,0,0,3524,3521.5,no data,6.77866,-72.7567,1,Espeletia,Espeletia dugandii Cuatrec.,Espeletia dugandii,Especie,no data,no data,CR,"B2ab(ii,iii)",CR,"B1ab(ii,iii)",Native,NA
GBIF,1322040289,E. P. Killip & A. C. Smith,COLOMBIA,Paramo del Hatico. En rioute friom Toledo to Pamplona.,no data,no data,no data,0,0,0,3331,3330.5,no data,7.34345,-72.7084,1,Espeletia,Espeletia brassicoidea Cuatrec.,Espeletia brassicoidea,Especie,no data,no data,VU,B1ab(iii),VU,B1ab(iii),NA,NA
GBIF,1321872427,J. P. Schulz & L. Rodriguez,COLOMBIA,"Paramo del Almorzaderio. Ms o menos, linderio entre Dpta. Boyaca y Santander. Sitio ms alto del Paramo de Almorzaderio (carretera Mlaga-Pamplona).","Paramo de Espeletias-gramn. (muhlenbergia erectifolia)-Hypericum; pendiente suave; influ. De ganado. En colonias, en sitios humedos.",no data,no data,0,0,0,3655,3653,no data,7.0077,-72.6911,1,Espeletia,Espeletia conglomerata A.C.Sm.,Espeletia conglomerata,Especie,Frailejon,no data,VU,B1ab(iii),VU,B1ab(iii),NA,NA
GBIF,1321701441,E. P. Killip & A. C. Smith,COLOMBIA,Paramo de los Puentes. Above La Baja.,no data,no data,no data,0,0,0,4033,4025,no data,7.35841,-72.8677,1,Espeletia,Espeletia funckii Sch.Bip. ex Wedd.,Espeletia funckii,Especie,no data,no data,EN,B1ab(iii),EN,"B1ab(ii,iii)",Native,NA
GBIF,1321273843,J. Cuatrecasas,COLOMBIA,"Hoya del rio Chitag, Quebrada de Presidente.",no data,no data,no data,0,0,0,3330,3325,no data,7.02868,-72.6907,1,Espeletia,Espeletia × almorzana Cuatrec.,Espeletia × almorzana,Hibrido,no data,no data,NE,NA,NA,NA,NA,NA
GBIF,1321226282,J. Cuatrecasas & L. Rodriguez,COLOMBIA,"Paramo del Almorzaderio. Paramo de Almorzaderio, km. 49.",no data,no data,no data,0,0,0,3758,3762.5,no data,7.00135,-72.6949,1,Espeletia,Espeletia conglomerata A.C.Sm.,Espeletia conglomerata,Especie,Frailejon,no data,VU,B1ab(iii),VU,B1ab(iii),NA,NA
GBIF,1321162184,"F. Tamayo, M. L. Salvatierra & J. Velutini",COLOMBIA,"Paramo del Almorzaderio. Arbolillo de itios abrigados del P. del Almorzaderio, carretera de Ccuta a Bogota.",no data,no data,no data,0,0,0,3859,3862.5,no data,6.96724,-72.6824,1,Espeletia,Espeletia estanislana Cuatrec.,Espeletia estanislana,Especie,no data,no data,EN,B1ab(iii),EN,"B1ab(ii,iii)",Native,NA
GBIF,1321060362,A. H. Alston,COLOMBIA,Paramo de Almorzadero. N. of Mlaga; Paramo de Almorzaderos. N. of Malaga.,Paramo,no data,no data,0,0,0,3179,3194.5,no data,6.74669,-72.7529,1,Espeletia,Espeletia × almorzana Cuatrec.,Espeletia × almorzana,Hibrido,no data,no data,NE,NA,NA,NA,NA,NA
GBIF,1320953750,J. Cuatrecasas & H. Garca Barriga,COLOMBIA,"Paramo del Almorzaderio. Cordillera Oriental, Paramo de Almorzaderio, regin media.",no data,no data,no data,0,0,0,3633,3629,no data,6.90864,-72.678,1,Espeletia,Espeletia conglomerata A.C.Sm.,Espeletia conglomerata,Especie,Frailejon,no data,VU,B1ab(iii),VU,B1ab(iii),NA,NA
GBIF,1320587222,J. Cuatrecasas & L. Rodriguez,COLOMBIA,"Paramo de Santurbn. Estribaciones meridionales del P. de Santurbn, El Htico, km 75.",no data,no data,no data,0,0,0,3347,3350,no data,7.22428,-72.834,1,Espeletia,Espeletia santanderensis A.C.Sm.,Espeletia santanderensis,Especie,"frailejon, tache",no data,LC,NA,LC,NA,Native,Endemic
GBIF,1320514117,J. Cuatrecasas & H. Garca Barriga,COLOMBIA,Paramo de Santurbn. Extremo este.,no data,no data,no data,0,0,0,3320,3308.5,no data,7.25952,-72.7838,1,Espeletia,Espeletia santanderensis A.C.Sm.,Espeletia santanderensis,Especie,"frailejon, tache",no data,LC,NA,LC,NA,Native,Endemic
GBIF,1320379874,J. Cuatrecasas & R. Jaramillo M.,COLOMBIA,Entre Pamplona y Berln: Cuestaboba.,no data,no data,no data,0,0,0,3176,3168.5,no data,7.07552,-72.9232,1,Espeletia,Espeletia santanderensis A.C.Sm.,Espeletia santanderensis,Especie,"frailejon, tache",no data,LC,NA,LC,NA,Native,Endemic
GBIF,1320324962,J. Araque Molina & F. A. Barkley,COLOMBIA,"En cumbres montaosas con pastos en suelos arcillosos, con pocas riocas y muy seco a 2 km del paraje Berln.",no data,no data,no data,0,0,0,3459,3459,no data,7.22564,-72.8432,1,Espeletia,Espeletia santanderensis A.C.Sm.,Espeletia santanderensis,Especie,"frailejon, tache",no data,LC,NA,LC,NA,Native,Endemic
GBIF,1320196061,J. Araque Molina & F. A. Barkley,COLOMBIA,Paramo de Santurbn.,En suelos humedos y poco humedos.,no data,no data,0,0,0,3721,3724,no data,7.24483,-72.9038,1,Espeletia,Espeletia × bogotensis Cuatrec.,Espeletia × bogotensis,Hibrido,Frailejon,no data,NE,NA,NA,NA,NA,NA
GBIF,1320125007,E. P. Killip & A. C. Smith,COLOMBIA,Paramo de Santurbn. En rioute friom Tona to Mutiscua.,no data,no data,no data,0,0,0,3857,3855.5,no data,7.27731,-72.8325,1,Espeletia,Espeletia santanderensis A.C.Sm.,Espeletia santanderensis,Especie,"frailejon, tache",no data,LC,NA,LC,NA,Native,Endemic
GBIF,1320108531,"J. Cuatrecasas, R. E. Schultes & E. Smith",COLOMBIA,"Cordillera Oriental, Alto de Almorzaderio, Paramo.",Paramo,no data,no data,0,0,0,3869,3866.5,no data,6.94346,-72.6851,1,Espeletia,Espeletia conglomerata A.C.Sm.,Espeletia conglomerata,Especie,Frailejon,no data,VU,B1ab(iii),VU,B1ab(iii),NA,NA
GBIF,1319938062,H. G. Barclay & P. Juajibioy,COLOMBIA,"Paramo de Santurbn. Entre Bucarmanga y Berln. On Bucaramanga side (W), just below boquern.","riocky, S-facing slope, with Espeletia, grasses and shrubs.",no data,no data,0,0,0,3371,3366.5,no data,7.17736,-72.8873,1,Espeletia,Espeletia standleyana A.C.Sm.,Espeletia standleyana,Especie,no data,no data,VU,B1ab(iii),VU,B1ab(iii),Native,Endemic
GBIF,1319816634,R. Jaramillo M.,COLOMBIA,Paramo de Berln. En la parte alta del Paramo de Berln.,no data,no data,no data,0,0,0,3630,3629.5,no data,7.20597,-72.8605,1,Espeletia,Espeletia caldasii Cuatrec.,Espeletia caldasii,Especie,no data,no data,CR,"B1ab(ii,iii)",CR,"B1ab(ii,iii)",NA,NA
GBIF,1319793592,E. P. Killip & A. C. Smith,COLOMBIA,"Paramo de Santurbn. Paramo de Santurbn, near vias.",no data,no data,no data,0,0,0,4083,4090,no data,7.29188,-72.8486,1,Espeletia,Espeletia conglomerata A.C.Sm.,Espeletia conglomerata,Especie,Frailejon,no data,VU,B1ab(iii),VU,B1ab(iii),NA,NA
GBIF,1318825151,J. Cuatrecasas & H. Garca Barriga,COLOMBIA,"Cordillera Oriental, vertiente oriental, Pamplona, Cerro al NE.",Paramo.,no data,no data,0,0,0,3126,3125.5,no data,7.35596,-72.6944,1,Espeletia,Espeletia brassicoidea Cuatrec.,Espeletia brassicoidea,Especie,no data,no data,VU,B1ab(iii),VU,B1ab(iii),NA,NA
GBIF,1318693593,H. G. Barclay & P. Juajibioy,COLOMBIA,Paramo de las vias. Entre Berln y las vias.,"Sparse plants on dry, sandy field. North of cultivated field near Berln.",no data,no data,0,0,0,3411,3413.5,no data,7.20858,-72.8525,1,Espeletia,Espeletia santanderensis A.C.Sm.,Espeletia santanderensis,Especie,"frailejon, tache",no data,LC,NA,LC,NA,Native,Endemic
GBIF,1318317417,M. Garganta,COLOMBIA,"Pamplona, Paramo arriba del Piuelal.",no data,no data,no data,0,0,0,3277,3282,no data,7.35313,-72.6997,1,Espeletia,Espeletia santanderensis A.C.Sm.,Espeletia santanderensis,Especie,"frailejon, tache",no data,LC,NA,LC,NA,Native,Endemic
GBIF,1318178588,J. Cuatrecasas & H. Garca Barriga,COLOMBIA,"Paramo de Santurbn. Cordillera Oriental; Paramo de Santurbn, entre Cuesta Boba y el extremo oeste.",no data,no data,no data,0,0,0,3414,3407,no data,7.22654,-72.9052,1,Espeletia,Espeletia estanislana Cuatrec.,Espeletia estanislana,Especie,no data,no data,EN,B1ab(iii),EN,"B1ab(ii,iii)",Native,NA
GBIF,1317342052,J. Cuatrecasas,COLOMBIA,"Paramo de Berln. Llano de Berln, prado hmedo. Entre km 58 y 59 de la carretera Pamplona - Bucaramanga.",no data,no data,no data,0,0,0,3362,3364.5,no data,7.19527,-72.8699,1,Espeletia,Espeletia caldasii Cuatrec.,Espeletia caldasii,Especie,no data,no data,CR,"B1ab(ii,iii)",CR,"B1ab(ii,iii)",NA,NA
GBIF,1314993771,"Schneider, M.",COLOMBIA,Paramo del Almorzadero.,no data,no data,no data,0,0,0,3817,3809.5,no data,6.95222,-72.6881,1,Espeletia,Espeletia × almorzana Cuatrec.,Espeletia × almorzana,Hibrido,no data,no data,NE,NA,NA,NA,NA,NA
GBIF,1314993690,"Mora O., L. E.",COLOMBIA,Paramo Berlin.,no data,no data,no data,0,0,0,3573,3568.5,no data,7.17139,-72.8733,1,Espeletia,Espeletia rositae Cuatrec.,Espeletia rositae,Especie,no data,no data,EN,B1ab(iii),EN,B1ab(iii),Native,Endemic
GBIF,1123890583,Fernandez J.L. | Albesiano S.,COLOMBIA,"Floridablanca-Tona, Cerro de La Juda",no data,no data,no data,0,0,0,2398,2401,no data,7.09433,-73.03081,1,Espeletia,Espeletia chardonii A.C.Sm.,Espeletia chardonii,Especie,"frailejon, tabaquero",no data,EN,B1ab(iii),NA,NA,Native,NA
GBIF,1062317654,Barrios S.,COLOMBIA,via Pamplona Berln humedal del Impa,Paramo,no data,no data,3200,3200,3200,2537,2532.5,no data,7.20997,-72.9378,1,Espeletia,Espeletia santanderensis A.C.Sm.,Espeletia santanderensis,Especie,"frailejon, tache",no data,LC,NA,LC,NA,Native,Endemic
GBIF,1062317639,Fernandez Alonso,COLOMBIA,Cerro de la Juda,SubParamo,no data,no data,2450,2450,2450,2214,2216.5,no data,7.11222,-73.03,1,Espeletia,Espeletia chardonii A.C.Sm.,Espeletia chardonii,Especie,"frailejon, tabaquero",no data,EN,B1ab(iii),NA,NA,Native,NA
GBIF,931014607,Garca B.,COLOMBIA,"Carretera principal a Bucaramanga y Pamplona, Paramo Berln",no data,no data,no data,0,0,0,3353,3354.5,no data,7.16418,-72.89886,1,Espeletia,Espeletia santanderensis A.C.Sm.,Espeletia santanderensis,Especie,"frailejon, tache",no data,LC,NA,LC,NA,Native,Endemic
GBIF,930993680,Rodriguez B. | Rodriguez A.,COLOMBIA,"Vereda El Salado, laguna de Guillermo",no data,no data,no data,0,0,0,3617,3612.5,no data,7.32857,-72.85014,1,Espeletia,Espeletia santanderensis A.C.Sm.,Espeletia santanderensis,Especie,"frailejon, tache",no data,LC,NA,LC,NA,Native,Endemic
GBIF,930993596,Rodriguez B. | Duenas A.,COLOMBIA,Laguna Las Verdes,no data,no data,no data,0,0,0,3897,3900,no data,7.30739,-72.83907,1,Espeletia,Espeletia conglomerata A.C.Sm.,Espeletia conglomerata,Especie,Frailejon,no data,VU,B1ab(iii),VU,B1ab(iii),NA,NA
GBIF,930981321,Fernandez J.L.,COLOMBIA,"En la va Berln a vias, antes de la bajada a vias",no data,no data,no data,0,0,0,3726,3735,no data,7.25865,-72.89593,1,Espeletia,Espeletia conglomerata A.C.Sm.,Espeletia conglomerata,Especie,Frailejon,no data,VU,B1ab(iii),VU,B1ab(iii),NA,NA
GBIF,781031549,"Cleef, A; Aguirre, J; Hooghiem",COLOMBIA,"Georeference by Google maps, in colaboration with A. Cleef. Releves done close to the viada Mortino, El Tutal y Piedra Molina. Errior calculated friom the highest summit.",Paramo,no data,no data,3875,3875,3875,4525,4522,no data,6.9922,-72.7262,1,Espeletia,Espeletia conglomerata A.C.Sm.,Espeletia conglomerata,Especie,Frailejon,no data,VU,B1ab(iii),VU,B1ab(iii),NA,NA
Diaz,Diaz3900,"Diazgranados, M.; Sanchez, R.; Mantilla, L.",COLOMBIA,Norte de Santander,"En frailejonal-pajonal quemado, en escarpe de carretera.",no data,Alt. tot.: 1 m; alt. de la roseta: 0.5 m; inflorescencias: 3 maduras y 2 secas. Ejemplar sobreviviente de quema reciente en el paramo.,3243,3243,3243,3225,3225,WGS84,7.77523,-72.99172,1,Espeletia,Espeletia brassicoidea Cuatrec.,Espeletia brassicoidea,Especie,no data,no data,VU,B1ab(iii),VU,B1ab(iii),NA,NA
Diaz,Diaz3899,"Diazgranados, M.; Sanchez, R.; Mantilla, L.",COLOMBIA,Norte de Santander,En frailejonal-pajonal tipico en la cumbre del paramo.,no data,"Alt. tot.: 0.7 m; alt. de la roseta: 0.5 m; inflorescencias: 5 maduras, 3-4 Capitulos por inflorescencia; hojas extremadamente pubescentes, con pelos amarillos.",3399,3399,3399,3381,3380.5,WGS84,7.76548,-73.00127,1,Espeletia,Espeletia conglomerata A.C.Sm.,Espeletia conglomerata,Especie,Frailejon,no data,VU,B1ab(iii),VU,B1ab(iii),NA,NA
Diaz,Diaz3898,"Diazgranados, M.; Sanchez, R.; Mantilla, L.",COLOMBIA,Norte de Santander,En frailejonal-pajonal tipico en la cumbre del paramo.,no data,"Alt. tot.: 0.5 m; alt. de la roseta: 0.25 m; inflorescencias: 4 maduras y 2 secas, flores amarillas. Poblacion en floracion.",3394,3394,3394,3381,3382,WGS84,7.7655,-73.00173,1,Espeletiopsis,Espeletiopsis diazii Diazgr. & L.R.Sanchez,Espeletia diazii,Especie,no data,no data,CR,B2ab(iii),CR,B1+2ab(iii),NA,NA
Diaz,Diaz3897,"Diazgranados, M.; Sanchez, R.; Mantilla, L.",COLOMBIA,Norte de Santander,En frailejonal-pajonal tipico en la cumbre del paramo.,no data,"Alt. tot.: 0.4 m; alt. de la roseta: 0.3 m; inflorescencias: 2 maduras y 2 secas, flores amarillas. Poblacion en floracion.",3334,3334,3334,3312,3317.5,WGS84,7.76896,-72.99686,1,Espeletiopsis,Espeletiopsis diazii Diazgr. & L.R.Sanchez,Espeletia diazii,Especie,no data,no data,CR,B2ab(iii),CR,B1+2ab(iii),NA,NA
Diaz,Diaz3895,"Diazgranados, M.; Sanchez, R.; Mantilla, L.",COLOMBIA,Norte de Santander,En bosque alto-andino en zona de ecotono con el paramo.,no data,Alt. tot.: 6 m; flores de color blanco. Creciendo al borde de la carretera.,3205,3205,3205,3202,3197.5,WGS84,7.77479,-72.98393,1,Espeletia,Espeletia occulta S.F.Blake,Espeletia occulta,Especie,no data,no data,LC,NA,CR,B1ab(iii),Native,NA
GBIF,2985985479,Sandra Galvn | Nelsy Ortiz | William Villamizar,COLOMBIA,"Vereda Carrizal, Paramo El romedal",Paramo,no data,no data,3550,3550,3550,2414,2413,no data,7.4415,-72.84417,1,Espeletia,Espeletia conglomerata A.C.Sm.,Espeletia conglomerata,Especie,Frailejon,no data,VU,B1ab(iii),VU,B1ab(iii),NA,NA
GBIF,1707496883,"Marin, Cesar | A., Yulieh | Jimenez, Diana | Parra, Sandra",COLOMBIA,Carretera de Cchira a Salazar,no data,no data,no data,0,0,0,3298,3306,no data,7.76967,-72.99478,1,Espeletia,Espeletia conglomerata A.C.Sm.,Espeletia conglomerata,Especie,Frailejon,no data,VU,B1ab(iii),VU,B1ab(iii),NA,NA
Diaz,Tria2476-5,"Triana, Jose Jerionimo",COLOMBIA,Paramos de Pamplona.,no data,no data,no data,0,0,0,2981,2990.5,WGS84,7.34515,-72.63625,1,Espeletia,Espeletia trianae Cuatrec.,Espeletia trianae,Especie,no data,COL,DD,NA,DD,NA,Native,Endemic
Diaz,Stey98750,"Steyermark, Julian Alfred; G.C.K.; Dunsterville, E. 98750",VENEZUELA,"VENEZUELA: Tachira. Paramo de Tama. En la region calcarea, cerca de la friontera Colombo-Venezolana.",Common,no data,"Common; trunk thick,1m tall; rays lemon'yellow; disk dull briownish yellow; leaves silvery white both sides. In flower.",3000,3200,3100,3058,3057,WGS84,7.40216,-72.37075,1,Espeletia,Espeletia brassicoidea Cuatrec.,Espeletia brassicoidea,Especie,no data,US,VU,B1ab(iii),VU,B1ab(iii),NA,NA
Diaz,Stey57361,"Steyermark, Julian Alfred; DELETE 57361",VENEZUELA,VENEZUELA: Tachira. Paramo de Tama. Near Colombian-Venezuelan boundary.,no data,no data,"Stem 1-3 feet tall; leaves subcoriaceous, in dense riosette, gray green both sides or silvery green; dense gray-white lanate pubescence on stem and involucre; rays rich yelloe; disk yellow. Originally identified as fma. Abbreviata In flower.",3045,3475,3260,3143,3142.5,WGS84,7.39846,-72.38445,1,Espeletia,Espeletia brassicoidea Cuatrec.,Espeletia brassicoidea,Especie,no data,F,VU,B1ab(iii),VU,B1ab(iii),NA,NA
Diaz,Stey101180,"Steyermark, Julian Alfred; G.C.K.; Duntersville, E.",VENEZUELA,"VENEZUELA:Tachira   Laderas pantanosas al pie de penascos de arenisca de Pata de Jud??o, entre Alto de Cruces y el paramo arriba de la Quebrada Teleferica, cerca de la friontera Colombo-Venezolana, 28 km al S de San Vicente de la Revancha, 30 km al S de",no data,no data,"Trunk up to 3 m; inflorescence axillary; leaves in riosette, coriaceous, dull green above, tawny brionze green below with raised nerves; flowering stems purple-briown with grayish pubescence.",2900,2900,2900,2996,3000.5,WGS84,7.39714,-72.36205,1,Espeletia,Espeletia purpurascens Cuatrec.,Espeletia purpurascens,Especie,no data,US,EN,B1ab(iii),EN,B1ab(iii),Native,NA
Diaz,Stey101098,"Steyermark, Julian Alfred; G.C.K.; Dunsterville, E.",VENEZUELA,"VENEZUELA:Apure   A lo largo del Rio Talco (Oira) y sus afluentes, en paramo entre Alto de Cruces y Tierra Negra, en la friontera Colombi-Venezolana, 30 km al S de San Vicente de la Revancha, 32 km al S de Alquitrana, SE del Paramo de Tama, SO de Santa A",no data,no data,Common type; trunk up to 2 m tall; leaves gray; ray flowers yellow; disk flowers dull briown-yellow.,3000,3000,3000,3093,3099,WGS84,7.41689,-72.29098,1,Espeletia,Espeletia steyermarkii Cuatrec.,Espeletia steyermarkii,Especie,no data,US,CR,B2ab(iii),CR,"B2ab(i,ii,iii)",Native,Endemic
Diaz,Sarmn.d.,Sarmiento,COLOMBIA,Norte de Santander  Parque Nacional Natural. Ladera Sur.,no data,no data,no data,3200,3200,3200,3206,3205,WGS84,7.38656,-72.42066,1,Espeletia,Espeletia brassicoidea Cuatrec.,Espeletia brassicoidea,Especie,no data,no data,VU,B1ab(iii),VU,B1ab(iii),NA,NA
Diaz,Ruiz8886,"Ruiz-Teran, Luis Enrique; Lopez-Figueiras, M.",VENEZUELA,"VENEZUELA:Tachira San Cristobal  Cerca de la base de la vertiente SE. del Pico Pata de Jud??o, un km. al O. del sitio La linea, vertiente oriental del gran paramo de Tama, muy cerca de la friontera colombo-venezolana, distrito San Cristobal.",Abundante en prados pantanosos y planos.,no data,"Caulirriosuleto cortamente estipitado. Hojas adultas con limbos oblanceolados-el??pticos de unos 20 cm de lardo x 4.5 cm de ancho hacia la mitad, verde obscurios, con indumento lanoso blanco, por la haz, algo mas oclarios y con igual tipo de indumento po",3200,3200,3200,3207,3198.5,WGS84,7.40357,-72.41928,1,Espeletia,Espeletia conglomerata A.C.Sm.,Espeletia conglomerata,Especie,Frailejon,US,VU,B1ab(iii),VU,B1ab(iii),NA,NA
